社会实践一,0.00 
入学教育,0.00 
高等数学I,0.00 
心理健康教育,0.00 
大学计算机基础,0.00 
艺术鉴赏,0.00 
大学英语Ⅰ,0.00 
思想道德修养与法律基础,0.00 
形势与政策Ⅰ,0.00 
中国近现代史纲要,0.00 
军事理论,0.00 
军事技能训练,0.00 
机械工程训练,0.00 
大学体育Ⅰ,0.00 
大学英语Ⅱ,0.00 
C语言程序设计,0.00 
高等数学Ⅱ,0.00 
公益劳动,0.00 
形势与政策Ⅱ,0.00 
大学语文,0.00 
大学物理Ⅰ,0.00 
社会实践二,0.00 
职业生涯与发展规划,0.00 
马克思主义基本原理概论,0.00 
大学物理Ⅱ,0.00 
线性代数A,0.00 
大学英语Ⅲ,0.00 
社会实践三,0.00 
文献检索,0.00 
概率论与数理统计A,0.00 
大学英语Ⅳ,0.00 
毛泽东思想和中国特色社会主义理论体系概论,0.00 
离散数学,0.00 
大学生就业指导,0.00 
新时代劳动教育,0.00 
