心理健康教育,78
大学计算机基础,75
艺术鉴赏,90
大学英语Ⅰ,91
思想道德修养与法律基础,79
形势与政策Ⅰ,77
中国近现代史纲要,73
军事理论,84
军事技能训练,80
机械工程训练,76
大学体育Ⅰ,73
大学英语Ⅱ,84
C语言程序设计,53
高等数学Ⅱ,46
公益劳动,85
形势与政策Ⅱ,76
大学语文,88
大学物理Ⅰ,66
社会实践二,95
职业生涯与发展规划,80
马克思主义基本原理概论,78
大学物理Ⅱ,66
线性代数A,88
大学英语Ⅲ,77
社会实践三,91
文献检索,87
概率论与数理统计A,96
大学英语Ⅳ,89
毛泽东思想和中国特色社会主义理论体系概论,95
离散数学,75
大学生就业指导,78
新时代劳动教育,81
社会实践一,90
入学教育,83
高等数学I,86
心理健康教育,84
大学计算机基础,88
艺术鉴赏,87
大学英语Ⅰ,93
思想道德修养与法律基础,84
形势与政策Ⅰ,85
中国近现代史纲要,74
军事理论,82
军事技能训练,90
机械工程训练,84
大学体育Ⅰ,81
大学英语Ⅱ,81
C语言程序设计,66
高等数学Ⅱ,52
公益劳动,85
形势与政策Ⅱ,83
大学语文,87
大学物理Ⅰ,67
社会实践二,94
职业生涯与发展规划,72
马克思主义基本原理概论,89
大学物理Ⅱ,75
线性代数A,75
大学英语Ⅲ,81
社会实践三,92
文献检索,83
概率论与数理统计A,95
大学英语Ⅳ,88
毛泽东思想和中国特色社会主义理论体系概论,87
离散数学,84
大学生就业指导,81
新时代劳动教育,87
社会实践一,93
入学教育,89
高等数学I,89
心理健康教育,87
大学计算机基础,91
艺术鉴赏,86
大学英语Ⅰ,85
思想道德修养与法律基础,75
形势与政策Ⅰ,86
中国近现代史纲要,69
军事理论,84
军事技能训练,80
机械工程训练,80
大学体育Ⅰ,82
大学英语Ⅱ,72
C语言程序设计,61
