高等数学Ⅱ,51
公益劳动,85
形势与政策Ⅱ,86
大学语文,86
大学物理Ⅰ,64
社会实践二,96
职业生涯与发展规划,83
马克思主义基本原理概论,80
大学物理Ⅱ,60
线性代数A,79
大学英语Ⅲ,71
社会实践三,93
文献检索,92
概率论与数理统计A,88
大学英语Ⅳ,75
毛泽东思想和中国特色社会主义理论体系概论,87
离散数学,80
大学生就业指导,80
新时代劳动教育,84
社会实践一,87
入学教育,73
高等数学I,81
心理健康教育,87
大学计算机基础,80
艺术鉴赏,85
大学英语Ⅰ,84
思想道德修养与法律基础,63
形势与政策Ⅰ,74
中国近现代史纲要,60
军事理论,82
军事技能训练,80
机械工程训练,81
大学体育Ⅰ,82
大学英语Ⅱ,73
C语言程序设计,60
高等数学Ⅱ,46
公益劳动,85
形势与政策Ⅱ,82
大学语文,79
大学物理Ⅰ,56
社会实践二,92
职业生涯与发展规划,65
马克思主义基本原理概论,72
大学物理Ⅱ,56
线性代数A,77
大学英语Ⅲ,80
社会实践三,93
文献检索,76
概率论与数理统计A,83
大学英语Ⅳ,86
毛泽东思想和中国特色社会主义理论体系概论,72
离散数学,81
大学生就业指导,81
新时代劳动教育,84
